id,title,amount_granted,amount_sought,init_year,period,gender,age,position,inst1_id,inst2_id,inst1_dirty,inst2_dirty,funder1_id,funder2_id,person_id,kw1,kw2,full_name,last_name,first_name,prob_inst_id,institution_name,funder_name,type,gender_new
20766,lighting up the cosmic web:  probing galaxy formation and the surrounding gas reservoir using giant lya nebulae,600000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6865,natural science,fysik (inkl. biofysik),prescott; moire,prescott,moire,0,"",carlsbergfondet,Postdoc,0
20767,nitrogen cycling in tropical soils,88356,0,2016,0,0,-1,"",1,1,n/a,NULL,8,0,6867,natural science,"biology (including genetics, evolutionary biology)",priemé; anders,priemé,anders,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20768,comprehensive characterisation of molecular subgroups in early stage bladder cancer,120000,0,2016,12,0,-1,"",1,1,n/a,NULL,13,0,6871,"","",prip; frederik frostholm,prip,frederik frostholm,0,"",kræftens bekæmpelse,Skolarstipendier,1
20769,properties of organic aerosol: bridging the gap from ambient observations to atmospheric models,262500,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6872,interdisciplinary research,atmosfærisk aerosol mikrofysik og -kemi,prisle; nonne,prisle,nonne,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20770,organic aerosol: bridging the gap from ambient observations to atmospheric models.,262500,0,2010,0,0,-1,"",1,1,n/a,NULL,8,0,6872,interdisciplinary research,atmosfærisk aerosol mikrofysik og -kemi,prisle; nonne,prisle,nonne,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20771,"som tilskud til udgivelse af bind 8 i værket dansk industris historie, hans kryger larsen: industri, statog samfund 1939-1972.",59655,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,6875,humanities / social sciences,historie,projektet; styringsgruppen for,projektet,styringsgruppen for,0,"",carlsbergfondet,Formidling/publicering,3
20772,"",1082550,5313462,2007,0,1,-1,"professor, ph.d., dr.med.",1,1,n/a,NULL,6,12,6879,"",klinisk forskning,ptito; maurice,ptito,maurice,0,"",det frie forskningsråd,Projekt,1
20773,nye materialer til ammoniak lagring,9400000,0,2011,0,0,-1,"",1,1,n/a,NULL,16,0,6888,"",energi/miljø,quaade; ulrich,quaade,ulrich,0,"",højteknologifonden,Projekt,1
20774,"",90000,419100,2005,0,1,-1,"lektor, cand.mag.",1,1,n/a,NULL,6,27,6895,"",film- og medievidenskab,qvistgaard; jacques,qvistgaard,jacques,0,"",det frie forskningsråd,Formidling/publicering,1
20775,"",125000,135000,2008,0,1,-1,"lektor, cand.mag.",1,1,n/a,NULL,6,27,6895,"",musikvidenskab,qvistgaard; jacques,qvistgaard,jacques,0,"",det frie forskningsråd,Formidling/publicering,1
20776,chemilumininescence nitrogen detector,300000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6897,natural science,kemi,qvortrup; katrine,qvortrup,katrine,0,"",carlsbergfondet,Infrastruktur/apparatur,0
20777,katalyse med synligt lys: en miljøvenlig metode til syntese af værdifulde kemiske forbindelser ud fra simple materialer,350000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,6897,natural science,kemi,qvortrup; katrine,qvortrup,katrine,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20778,design and synthesis of new warheads and linkers for antibody-drug conjugates,350000,0,2015,0,0,-1,"",1,1,n/a,NULL,8,0,6897,natural science,kemi,qvortrup; katrine,qvortrup,katrine,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20779,design and synthesis of new warheads and linkers for antibody-drug conjugates,669534,0,2016,0,0,-1,"",1,1,n/a,NULL,8,0,6897,natural science,chemistry,qvortrup; katrine,qvortrup,katrine,0,"",carlsbergfondet,Postdoc,0
20780,"",75000,279000,2006,0,1,-1,professor,1,1,n/a,NULL,6,27,6905,"",filosofi,raffnsoe; sverre,raffnsoe,sverre,0,"",det frie forskningsråd,Formidling/publicering,1
20781,"",57057,165013,2009,0,1,50,professor,1,1,n/a,NULL,6,9,6905,4105,anden samfundsvidenskabelig forskning,raffnsoe; sverre,raffnsoe,sverre,0,"",det frie forskningsråd,Formidling/publicering,1
20782,undersøgelse af onkogen-induceret ros som en drivkraft for tumorigenese og celleforandring,71800,0,2013,12,0,-1,"",1,1,n/a,NULL,13,0,6908,"","",rafn; bo skjodt,rafn,bo skjodt,0,"",kræftens bekæmpelse,Projekt,1
20783,validering af det cellulære og molekylære indhold af mikrosfærer dyrket fra patienter med multiple levermetastaser.,120000,0,2014,12,0,-1,"",1,1,n/a,NULL,13,0,6909,"","",raft; marie birkvig,raft,marie birkvig,0,"",kræftens bekæmpelse,Skolarstipendier,0
20784,danish passerine genome project,600000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,6912,natural science,biogeografi og evolution,rahbek; carsten,rahbek,carsten,0,"",carlsbergfondet,Projekt,1
20786,arctic security dynamics in the 21st century,1400000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6915,humanities / social sciences,statskundskab/politologi,rahbek-clemmensen; jon,rahbek-clemmensen,jon,0,"",carlsbergfondet,Postdoc,1
20787,"screening og systematisk opfølgning for kardiopulmonal komorbiditet hos patienter, der opereres for kolorektal cancer",600000,0,2014,24,0,-1,"",1,1,n/a,NULL,13,0,6918,"","",rahr; hans bjarke,rahr,hans bjarke,0,"",kræftens bekæmpelse,Projekt,1
20788,"",121824,121824,2009,0,1,48,"professor, m.sc., ph.d.",1,1,n/a,NULL,6,9,6920,4101,Økonomi,raimondos-moller; pascalis,raimondos-moller,pascalis,0,"",det frie forskningsråd,Rejser/konferencer/mobilitet,1
20789,6.800 gbp svarende til ca. 73.271 kr. til et carlsberg fellowship ved churchill college i michaelmas term 2006 og lent term 2007.,73271,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,6921,interdisciplinary research,tværvidenskabelig,rainsford; dominic,rainsford,dominic,0,"",carlsbergfondet,Postdoc,1
20790,afholdelse af konferencen 'continuity and change: religious identities in the levant from alexander to muhammed',50000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6923,interdisciplinary research,klassisk arkæologi/religionshistorie,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20791,palmyra portræt projektet,2475000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,6923,humanities / social sciences,klassisk arkæologi,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20792,fortsættelse af palmyra portræt projektet,375383,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,6923,humanities / social sciences,arkæologi,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20793,"det dansk-tyske nordvest kvarter projekt, jerash, jordan.",435000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,6923,humanities / social sciences,arkæologi,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20794,keramik i kontekst - en context first approach,3700000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6923,humanities / social sciences,arkæologi,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20795,"palmyra portræt projektet. portrætter mellem korpus, konflikt og kunstmarked",6097378,0,2015,0,0,-1,"",1,1,n/a,NULL,8,0,6923,humanities / social sciences,arkæologi,raja; rubina,raja,rubina,0,"",carlsbergfondet,Projekt,0
20796,ekspression og funktion af microrna i t-celle lymfomer,1050000,0,2011,36,0,-1,"",1,1,n/a,NULL,13,0,6925,"","",ralfkiar; elisabeth,ralfkiar,elisabeth,0,"",kræftens bekæmpelse,Projekt,0
20797,indkøb af ansøgt apparatur til brug ved projektet 'fluorescensmikroskopiske undersøgelser af antifryseproteiners vekselvirkning med is samt lokalisering af vævene for antifryseproteinernes syntese og opmagasinering.',300000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6928,interdisciplinary research,biologi/tværvidenskabelig,ramlov; hans,ramlov,hans,0,"",carlsbergfondet,Infrastruktur/apparatur,1
20798,antifryseproteiners binding til isoverflader undersøgt ved flourescensmikroskopi,160000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6928,natural science,biokemi,ramlov; hans,ramlov,hans,0,"",carlsbergfondet,Infrastruktur/apparatur,1
20799,"",600000,675000,2008,0,1,-1,"lektor, ph.d.",1,1,n/a,NULL,6,14,6928,"",anden nat.vidsk. forskning,ramlov; hans,ramlov,hans,0,"",det frie forskningsråd,Formidling/publicering,1
20800,genomisk shrna funktionel screening for identifikation af vigtige gener involveret i fulvestrant-resistens ved brystkræft.,60000,0,2016,12,0,-1,"",1,1,n/a,NULL,13,0,6929,"","",ramos; pedro,ramos,pedro,0,"",kræftens bekæmpelse,Skolarstipendier,1
20801,4d cellvision ? inkubator til kunstigt befrugtede æg,13000000,0,2008,0,0,-1,"",1,1,n/a,NULL,16,0,6931,"",bio/medico,ramsing; niels birger,ramsing,niels birger,0,"",højteknologifonden,Projekt,1
20802,hereditære myeloproliferative sygdomme i danmark,120000,0,2010,12,0,-1,"",1,1,n/a,NULL,13,0,6940,"","",ranjan; ajenthen,ranjan,ajenthen,0,"",kræftens bekæmpelse,Skolarstipendier,0
20803,helbredsangst hos børn,1791891,0,2012,0,0,-1,"",1,1,n/a,NULL,28,0,6945,"","",rask; charlotte ulrikka,rask,charlotte ulrikka,0,"",trygfonden,Andet,0
20804,forudsigelser af ustabile dna repair komponenter i en arvelig kræftform,1860000,0,2015,36,0,-1,"",1,1,n/a,NULL,13,0,2947,"","",hartmann-petersen; rasmus,hartmann-petersen,rasmus,0,"",kræftens bekæmpelse,Projekt,1
20805,ultra strong optomechanical coupling between a toroidal resonator and a nanomechanical system using plasmonic enhancement.,175000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,6949,natural science,fysik (inkl. biofysik),rasmussen; andreas nasby,rasmussen,andreas nasby,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20806,dansk-tyske litterære vekselvirkninger omkring 1900,1004061,0,2008,0,0,-1,"",1,1,n/a,NULL,8,0,6950,interdisciplinary research,humaniora: litteratur/germanistik,rasmussen; anna sandberg,rasmussen,anna sandberg,0,"",carlsbergfondet,Postdoc,0
20808,"hjernekræft ? psykosociale indsatsområder hvilke problemer oplever de nærmeste pårørende, og hvad kan vi gøre for bedre at støtte dem?",250000,0,2014,12,0,-1,"",1,1,n/a,NULL,13,0,6956,"","",rasmussen; birthe krogh,rasmussen,birthe krogh,0,"",kræftens bekæmpelse,Projekt,0
20809,"die funde der älteren bronzezeit in dänemark, schleswig-holstein und niedersachsen",4864600,0,2015,0,0,-1,"",1,1,n/a,NULL,8,0,6959,humanities / social sciences,arkæologi,rasmussen; bodil bundgaard,rasmussen,bodil bundgaard,0,"",carlsbergfondet,Formidling/publicering,0
20810,jernalderen i nordeuropa. våbenofferfundene fra vimose og nydam,1280000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,6959,humanities / social sciences,arkæologi,rasmussen; bodil bundgaard,rasmussen,bodil bundgaard,0,"",carlsbergfondet,Projekt,0
20811,"die funde der älteren bronzezeit des nordischen kreises in dänemark, schleswig-holstein und niedersachsen.",440000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,6959,humanities / social sciences,arkæologi,rasmussen; bodil bundgaard,rasmussen,bodil bundgaard,0,"",carlsbergfondet,Projekt,0
20812,"die funde der älteren bronzezeit des nordischen kreises in dänemark, schleswig -holstein und niedersachsen",557510,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,6959,humanities / social sciences,arkæologi,rasmussen; bodil bundgaard,rasmussen,bodil bundgaard,0,"",carlsbergfondet,Projekt,0
20813,"",381929,351000,2005,0,1,-1,ph.d.,1,1,n/a,NULL,6,14,6960,"",kemi,rasmussen; brian schou,rasmussen,brian schou,0,"",det frie forskningsråd,Postdoc,1
20814,effects of climate change on structure and dynamics of an ecological network,1471533,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6962,interdisciplinary research,"biologi, økologi",rasmussen; claus,rasmussen,claus,0,"",carlsbergfondet,Postdoc,1
20815,climate change in relation to an ecological network,509982,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,6962,interdisciplinary research,"biologi, økologi",rasmussen; claus,rasmussen,claus,0,"",carlsbergfondet,Postdoc,1
20816,pårørende uden grænser - et antropologisk studie af pårørende til danske kræftpatienter på behandlingsrejser i udlandet.,110000,0,2010,12,0,-1,"",1,1,n/a,NULL,13,0,6963,"","",rasmussen; dorte falkenberg,rasmussen,dorte falkenberg,0,"",kræftens bekæmpelse,Projekt,0
20817,risikofaktorer for serøse borderline tumorer i ovarierne,100000,0,2016,12,0,-1,"",1,1,n/a,NULL,13,0,6964,"","",rasmussen; emma louise kaderly,rasmussen,emma louise kaderly,0,"",kræftens bekæmpelse,Skolarstipendier,0
20818,udgivelse af 'vejret gennem 5000 År - meteorologiens historie',100000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6965,interdisciplinary research,meteorologi,rasmussen; erik alfred,rasmussen,erik alfred,0,"",carlsbergfondet,Formidling/publicering,1
20819,følelser og kropssprog i kommunikation mellem udviklingshæmmede,464266,0,2008,0,0,-1,"",1,1,n/a,NULL,8,0,6966,interdisciplinary research,sprogvidenskab,rasmussen; gitte,rasmussen,gitte,0,"",carlsbergfondet,Postdoc,0
20820,"",629774,583466,2006,0,1,-1,ph.d.,1,1,n/a,NULL,6,14,6970,"",biologi,rasmussen; henrik barner,rasmussen,henrik barner,0,"",det frie forskningsråd,Postdoc,1
20821,en taksonomisk og palæoøkologisk undersøgelse af den sen-ordoviciske cephalopodfauna fra nordgrønland.,75000,0,2006,0,0,-1,"",1,1,n/a,NULL,8,0,6973,interdisciplinary research,naturvidenskab,rasmussen; jan audun,rasmussen,jan audun,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20822,"forskningsrejse til connecticut, usa, samt deltagelse i konferencen 'palaentological association, 54th annual meeting' i gent, belgien, i forbindelse med projektet 'taksonomisk revision af den ordoviciske cephalopodslægt armenoceras foerste, 1924'",58000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6973,interdisciplinary research,naturvidenskab,rasmussen; jan audun,rasmussen,jan audun,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20823,indsamling og palæontologisk bearbejdning af den Øvre ordoviciske cephalopodfauna fra nordgrønland,143000,0,2008,0,0,-1,"",1,1,n/a,NULL,8,0,6973,interdisciplinary research,"palæontologi, geologi",rasmussen; jan audun,rasmussen,jan audun,0,"",carlsbergfondet,Projekt,1
20824,kortlægning af biomarkører for pesticidpåvirkning og deres økologiske relevans hos ferskvandstangloppen gammarus pulex (l.),350000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,6977,natural science,biokemi,rasmussen; jes jessen,rasmussen,jes jessen,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20825,from the bottom up - fundamental resources and food chain dynamics under fungicide stress.,845000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,6977,natural science,biologi,rasmussen; jes jessen,rasmussen,jes jessen,0,"",carlsbergfondet,Postdoc,1
20826,characterizing the hot baryons in the universe with alma,1171544,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,6978,interdisciplinary research,astronomi,rasmussen; jesper,rasmussen,jesper,0,"",carlsbergfondet,Postdoc,1
20827,"",1000000,1650000,2006,0,1,-1,"dir. for rådgivning,m.sc.,civ.ing.",1,1,n/a,NULL,6,18,6981,"",ingen fagkode,rasmussen; jorn,rasmussen,jorn,0,"",det frie forskningsråd,Andet,1
20829,strukturbestemmelse af det essentielle bakterielle protein if2/aif5b,868444,0,2007,0,0,-1,"",1,1,n/a,NULL,8,0,6992,interdisciplinary research,molekylærbiologi,rasmussen; louise caroe vohlander,rasmussen,louise caroe vohlander,0,"",carlsbergfondet,Postdoc,0
20830,eryt-mtx monitorering under vedligeholdelsesbehandlingen af all.,70000,0,2011,12,0,-1,"",1,1,n/a,NULL,13,0,6997,"","",rasmussen; maria moller,rasmussen,maria moller,0,"",kræftens bekæmpelse,Skolarstipendier,0
20831,evaluering af tumorspecifikt immunrespons i patienter med prostatacancer behandlet med dendritiske celler transfekteret med tumor mrna.,80000,0,2012,12,0,-1,"",1,1,n/a,NULL,13,0,6998,"","",rasmussen; maria therese,rasmussen,maria therese,0,"",kræftens bekæmpelse,Skolarstipendier,0
20833,"",65000,81250,2005,0,0,-1,"forskningsleder, mag.art.",1,1,n/a,NULL,6,27,6999,"",statskundskab,rasmussen; marianne,rasmussen,marianne,0,"",det frie forskningsråd,Formidling/publicering,0
20834,impact of physical activity on hepatic detoxification.,540000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,7005,natural science,biokemi,rasmussen; martin kroyer,rasmussen,martin kroyer,0,"",carlsbergfondet,Postdoc,1
20835,rewriting conservation landscapes: patagonian glaciers and protected area management,90000,0,2016,0,0,-1,"",1,1,n/a,NULL,8,0,7006,humanities / social sciences,"sociology, antropology, ethnology",rasmussen; mattias borg,rasmussen,mattias borg,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20837,projektet portrættets retorik. slutredigering og sproglig revision med henblik på indlevering af manuskriptet (billedets blik) til bedømmelse som filosofisk doktordisputats.,78360,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,7009,interdisciplinary research,kunsthistorie,rasmussen; mikael bogh,rasmussen,mikael bogh,0,"",carlsbergfondet,Projekt,1
20839,"en europæisk juridisk revolution - en analyse af skabelsen af den forfatningsretlige praksis i europa, 1952-1970",1195204,0,2010,0,0,-1,"",1,1,n/a,NULL,8,0,7011,interdisciplinary research,historie,rasmussen; morten,rasmussen,morten,0,"",carlsbergfondet,Postdoc,1
20840,stochastic macro-meteorological modeling of fully renewable power systems,350000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,7013,interdisciplinary research,tværvidenskabelig,rasmussen; morten grud,rasmussen,morten grud,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20841,modelling and optimization of the transition into a fully renewable power system -- a mathematical physics perspective,507027,0,2010,0,0,-1,"",1,1,n/a,NULL,8,0,7013,interdisciplinary research,tværvidenskabelig,rasmussen; morten grud,rasmussen,morten grud,0,"",carlsbergfondet,Postdoc,1
20842,til bygning af x-shooter spektrograf til eso's very large telescope i 2006.,1530000,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,7015,natural science,astronomi,rasmussen; per kjargaard,rasmussen,per kjargaard,0,"",carlsbergfondet,Projekt,1
20843,bygning af x-shooter spektrograf til eso's very large telescope,992000,0,2006,0,0,-1,"",1,1,n/a,NULL,8,0,7015,interdisciplinary research,tværvidenskabelig,rasmussen; per kjargaard,rasmussen,per kjargaard,0,"",carlsbergfondet,Projekt,1
20844,bygning af x-shooter spektrograf til eso's very large telescope.,550000,0,2007,0,0,-1,"",1,1,n/a,NULL,8,0,7015,interdisciplinary research,astronomi,rasmussen; per kjargaard,rasmussen,per kjargaard,0,"",carlsbergfondet,Projekt,1
20845,"",60000,60000,2005,0,1,-1,"seniorforsker, ph.d.",1,1,n/a,NULL,6,14,7017,"",historie,rasmussen; peter,rasmussen,peter,0,"",det frie forskningsråd,Projekt,1
20846,højeffektiv generator skal gøre vindmøller mere konkurrencedygtige,6000000,0,2013,0,0,-1,"",1,1,n/a,NULL,16,0,7018,"",energi/miljø,rasmussen; peter bundsgaard,rasmussen,peter bundsgaard,0,"",højteknologifonden,Projekt,1
20847,"højmaligne lymfomer i øjenregionen. en undersøgelse af epidemiologi, behandling, prognose og mirna ekspression.",450000,0,2010,12,0,-1,"",1,1,n/a,NULL,13,0,7019,"","",rasmussen; peter kristian,rasmussen,peter kristian,0,"",kræftens bekæmpelse,Projekt,1
20848,"højmaligne lymfomer i øjenregionen. en undersøgelse af epidemiologi, behandling, prognose og mirna ekspression.",267687,0,2011,12,0,-1,"",1,1,n/a,NULL,13,0,7019,"","",rasmussen; peter kristian,rasmussen,peter kristian,0,"",kræftens bekæmpelse,Projekt,1
20849,folat-receptor alfas indvirkning på forskellige typer cancer via pro-onkogenet signal transducer and activator of transcription 3 ( stat3) .,80000,0,2015,12,0,-1,"",1,1,n/a,NULL,13,0,7023,"","",rasmussen; sarah rohde,rasmussen,sarah rohde,0,"",kræftens bekæmpelse,Skolarstipendier,0
20850,a global view of the molecular evolution of yersinia pestis,180000,0,2016,0,0,-1,"",1,1,n/a,NULL,8,0,7024,natural science,"biology (including genetics, evolutionary biology)",rasmussen; simon,rasmussen,simon,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,1
20851,stabil energiforsyning til satellitter,7500000,0,2010,0,0,-1,"",1,1,n/a,NULL,16,0,7025,"",it/tele,rasmussen; soren,rasmussen,soren,0,"",højteknologifonden,Projekt,1
20852,structural determinants for g protein subtype specificity of g protein coupled receptors,300000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,7026,natural science,biokemi,rasmussen; soren gogsig faarup,rasmussen,soren gogsig faarup,0,"",carlsbergfondet,Projekt,1
20853,hplc apparatur til identifikation og kvantificering af inositol-fosfater i forskellige væv og udviklingstrin i plantens livcyclus,600000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,7027,natural science,biologi,rasmussen; soren k.,rasmussen,soren k.,0,"",carlsbergfondet,Infrastruktur/apparatur,1
20854,"sproglige kendsgerninger (fact and language), i perioden januar 2006 - januar 2007.",520862,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,7030,humanities / social sciences,teologi og filosofi,rasmussen; stig alstrup,rasmussen,stig alstrup,0,"",carlsbergfondet,Postdoc,1
20855,"trykning og udgivelse af bd. 5.3 i katalogserien catalogue of oriental manuscripts, xylographs etc. in danish collections (comdc), med beskrivelse af 350 arabiske håndskrifter.",455000,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,7031,humanities / social sciences,litteratur- og sprogvidenskab,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20856,trykning og udgivelse af katalog over 194 sanskrit-håndskrifter i det kongelige biblioteks samlinger,200000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,7031,interdisciplinary research,"filologi, indologi",rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20857,"katalogisering af 82 newari-håndskrifter, samt trykning og udgivelse af kataloget som bd 6.3 i catalogue of oriental manuscripts in danish collections",375000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,7031,interdisciplinary research,humaniora,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20858,trykning og udgivelse af vol 8.1 'persian manuscripts i serien catalogue of oriental manuscripts in danish collections (comdc)',300000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,7031,humanities / social sciences,sprogvidenskab og filologi,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20859,"trykning og udgivelse af 'catalogue of oriental manuscripts, xylographs etc. in danish collections (comdc), vol 9: chinese manuscripts and rare books'",235000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,7031,humanities / social sciences,sprogvidenskab og filologi,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20860,"trykning og udgivelse af 'catalogue of oriental manuscripts in danish collections, vol. 10.1-2: korean and japanese manuscripts and rare books'.",350000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,7031,humanities / social sciences,sprogvidenskab og filologi,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20861,"trykning og udgivelse af catalogue of oriental manuscripts in danish collections (comdc) vol. 6.3: tibetan texts, initiation cards, prayer flags, and ma??alas in the royal library and the national museum.",225000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,7031,humanities / social sciences,litteraturvidenskab,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Formidling/publicering,1
20862,"katalogisering af to af det kongelige biblioteks sanskritsamlinger, 194 håndskrifter, til serien catalogue of oriental manuscripts in danish collections (comdc).",400000,0,2007,0,0,-1,"",1,1,n/a,NULL,8,0,7031,interdisciplinary research,litteratur- og sprogvidenskab,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Projekt,1
20863,"fuldførelse af katalogisering af to af det kongelige biblioteks sanskritsamlinger, 194 håndskrifter, til serien catalogue of oriental manuscripts in danish collections (comdc)",146068,0,2008,0,0,-1,"",1,1,n/a,NULL,8,0,7031,interdisciplinary research,litteratur og sprog,rasmussen; stig t.,rasmussen,stig t.,0,"",carlsbergfondet,Projekt,1
20864,"som tilskud til udgivelse af symposieberetningen: studies in society, ritual and identity in the ancient graeco-roman world.",85000,0,2005,0,0,-1,"",1,1,n/a,NULL,8,0,7033,humanities / social sciences,antropologi og religionshisto.,rasmussen; susanne william,rasmussen,susanne william,0,"",carlsbergfondet,Formidling/publicering,0
20866,development of tools for facile monitoring of biomass-converting enzymes,350000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,7038,interdisciplinary research,kemi,rasmussen; tina secher,rasmussen,tina secher,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20867,udvikling af metoder til let overvågning af biomasseomdannende enzymer,350000,0,2012,0,0,-1,"",1,1,n/a,NULL,8,0,7038,natural science,biokemi,rasmussen; tina secher,rasmussen,tina secher,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
20868,"",1263300,1150755,2007,0,1,-1,ph.d.,1,1,n/a,NULL,6,14,7041,"",biologi,ratcliffe; john morgan,ratcliffe,john morgan,0,"",det frie forskningsråd,Postdoc,1
20869,homeoboxgeners rolle i udvikling og funktion af hjernens døgnrytmeregulerende endokrine system,200000,0,2015,0,0,-1,"",1,1,n/a,NULL,8,0,7044,natural science,biologi,rath; martin fredensborg,rath,martin fredensborg,0,"",carlsbergfondet,Infrastruktur/apparatur,1
20870,udgivelse af bind xi i monografiserien acta hyperborea,125000,0,2006,0,0,-1,"",1,1,n/a,NULL,8,0,7046,humanities / social sciences,arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Formidling/publicering,0
20871,udgivelse af bind xiii i monografiserien acta hyperborea,125000,0,2011,0,0,-1,"",1,1,n/a,NULL,8,0,7046,interdisciplinary research,klassisk arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Formidling/publicering,0
20872,udgivelse af bind xiv i monografiserien acta hyperborea: 'tradition. cultural transmission in the ancient world'.,160000,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,7046,humanities / social sciences,arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Formidling/publicering,0
20873,scavi di ficana. la casa arcaica della zona 5 a. excavations of ficana. the archaic house in zone 5 a.,50000,0,2014,0,0,-1,"",1,1,n/a,NULL,8,0,7046,humanities / social sciences,arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Formidling/publicering,0
20874,publicering af  ficana v. casa sul pianoro: zona 5 a,80000,0,2015,0,0,-1,"",1,1,n/a,NULL,8,0,7046,humanities / social sciences,arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Formidling/publicering,0
20876,"keramik og interaktion, keramik og kulturel identitet",50000,0,2007,0,0,-1,"",1,1,n/a,NULL,8,0,7046,interdisciplinary research,klassisk arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Projekt,0
20877,afholdelse af workshoppen 'keramik i hybride samfund',50000,0,2009,0,0,-1,"",1,1,n/a,NULL,8,0,7046,interdisciplinary research,arkæologi,rathje; annette,rathje,annette,0,"",carlsbergfondet,Projekt,0
20878,molecular mechanisms and physiological significance of the candidate plasticity gene cpg2.,87500,0,2013,0,0,-1,"",1,1,n/a,NULL,8,0,7047,natural science,biokemi,rathje; mette anne krarup,rathje,mette anne krarup,0,"",carlsbergfondet,Rejser/konferencer/mobilitet,0
